"id","word","trans_word","type","createdAt","updatedAt"
7276,hộp 10 ống 2ml hộp 50 ống 2ml hộp 100 ống 2ml dung dịch tiêm,"box of 10 ampoules of 2ml, box of 50 ampoules of 2ml, box of 100 ampoules of 2ml of injection solution",translate,2021-10-20 11:31:57.416 +0700,2021-10-20 11:31:57.416 +0700
7312,hộp/6 vỉ x10 viên hộp/10 vỉ x10 viên nén uống,box/6 blisters x10 tablets box/10 blisters x10 oral tablets,translate,2021-10-20 11:32:13.105 +0700,2021-10-20 11:32:13.105 +0700
7329,dung dịch tiêm hộp 2 vỉ x 5 ống x 2ml tiêm,solution for injection box of 2 blisters x 5 ampoules x 2ml for injection,translate,2021-10-20 11:32:18.851 +0700,2021-10-20 11:32:18.851 +0700
7398,viên nang cứng hộp 8 vỉ x 7 viên uống,hard capsule box of 8 blisters x 7 oral tablets,translate,2021-10-20 11:32:44.750 +0700,2021-10-20 11:32:44.750 +0700
7442,hộp 3 vỉ x 10 viên/ vỉ uống,box of 3 blisters x 10 tablets / oral blister,translate,2021-10-20 11:33:01.760 +0700,2021-10-20 11:33:01.760 +0700
7510,viên nén bao phim hộp 2 vỉ vỉ 4 viên uống,film coated tablets box of 2 blisters of 4 oral tablets,translate,2021-10-20 11:33:38.485 +0700,2021-10-20 11:33:38.485 +0700
7515,hỗn dịch uống hộp 01 chai chai 15ml uống,oral suspension box 01 bottle 15ml drink,translate,2021-10-20 11:33:39.449 +0700,2021-10-20 11:33:39.449 +0700
7534,hộp 5 ống 10ml dung dịch tiêm tiêm,box of 5 tubes of 10ml solution for injection,translate,2021-10-20 11:33:54.802 +0700,2021-10-20 11:33:54.802 +0700
7544,thuốc tiêm truyền hộp to x 4 hộp nhỏ x 20 chai tiêm truyền,infusion medicine big box x 4 small boxes x 20 bottles for infusion,translate,2021-10-20 11:34:05.621 +0700,2021-10-20 11:34:05.621 +0700
7546,bột pha hỗn dịch uống hộp 01 chai chai 60ml uống,"powder for oral suspension, box of 01 bottle of 60ml drink",translate,2021-10-20 11:34:07.229 +0700,2021-10-20 11:34:07.229 +0700
7551,dung dịch uống uống,oral solution,translate,2021-10-20 11:34:09.410 +0700,2021-10-20 11:34:09.410 +0700
7576,dung dịch tiêm hộp 10 lọ x 20ml tiêm,solution for injection box of 10 vials x 20ml for injection,translate,2021-10-20 11:34:32.209 +0700,2021-10-20 11:34:32.209 +0700
7778,thuốc nước uống chai 200ml,"200ml bottle of drinking water",translate,2021-10-20 11:58:35.547 +0700,2021-10-20 11:58:35.547 +0700
7911,viên nén phóng thích kéo dài uống,oral extended release tablets,translate,2021-10-20 12:26:25.472 +0700,2021-10-20 12:26:25.472 +0700
7917,thuốc bộ pha uống,medicine set for drinking,translate,2021-10-20 12:27:25.338 +0700,2021-10-20 12:27:25.338 +0700
7929,dung dịch tiêm tiêm bắp,solution for intramuscular injection,translate,2021-10-20 12:28:03.861 +0700,2021-10-20 12:28:03.861 +0700
7933,thuốc tiêm đông khô tiêm,lyophilized injections injectable,translate,2021-10-20 12:28:57.472 +0700,2021-10-20 12:28:57.472 +0700
8035,thuốc nhỏ mắt nhỏ mũi,eye drops nose drops,translate,2021-10-20 12:59:54.720 +0700,2021-10-20 12:59:54.720 +0700
8162,hộp 3vỉ x 10 viên nén uống,box of 3 blisters x 10 oral tablets,translate,2021-10-20 13:35:22.636 +0700,2021-10-20 13:35:22.636 +0700
8301,hộp 10vỉ x 10viên viên uống,box of 10 blisters x 10 pills,translate,2021-10-20 14:00:46.098 +0700,2021-10-20 14:00:46.098 +0700
8324,dd tiêm tiêm,dd injection injection,translate,2021-10-20 14:03:49.655 +0700,2021-10-20 14:03:49.655 +0700
8438,thuốc bột pha uống,powdered medicine for drinking,translate,2021-10-20 14:23:06.533 +0700,2021-10-20 14:23:06.533 +0700
8557,dung dịch khí dung ống 2 5ml,aerosol solution tube 2 5ml,translate,2021-10-20 14:52:19.430 +0700,2021-10-20 14:52:19.430 +0700
8575,phun khí dung,aerosol spray,translate,2021-10-20 14:53:06.339 +0700,2021-10-20 14:53:06.339 +0700
8577,"50 ống","50 tubes",translate,2021-10-20 14:53:29.981 +0700,2021-10-20 14:53:29.981 +0700
8716,hộp 5 ống 1ml dung dịch tiêm tiêm,box of 5 ampoules of 1ml solution for injection,translate,2021-10-20 15:21:23.860 +0700,2021-10-20 15:21:23.860 +0700
8809,lọ/bình,jar/jar,translate,2021-10-20 15:55:02.896 +0700,2021-10-20 15:55:02.896 +0700
8961,hộp 100 ống thuốc tiêm tiêm,box of 100 ampoules,translate,2021-10-20 17:18:58.769 +0700,2021-10-20 17:18:58.769 +0700
8968,chai 500ml dung dịch tiêm truyền tiêm truyền tĩnh mạch,"500ml bottle of solution for intravenous infusion",translate,2021-10-20 17:19:02.425 +0700,2021-10-20 17:19:02.425 +0700
702,thuốc bột pha dung dịch uống,powder medicine for oral solution,translate,2021-05-20 09:27:58.287 +0700,2021-05-20 09:27:58.287 +0700
855,cốm sủi pha dung dịch uống,effervescent nuggets mixed with oral solution,translate,2021-05-20 13:29:55.755 +0700,2021-05-20 13:29:55.755 +0700
4194,vn 5592 08,vn 5592 08,translate,2021-10-18 11:53:45.678 +0700,2021-10-18 11:53:45.678 +0700
4195,pantoprazole (40mg),pantoprazole (40mg),translate,2021-10-18 11:53:49.574 +0700,2021-10-18 11:53:49.574 +0700
4197,clarithrom,clarithrom,translate,2021-10-18 11:53:49.645 +0700,2021-10-18 11:53:49.645 +0700
4198,vn 2939 07,vn 2939 07,translate,2021-10-18 11:53:54.052 +0700,2021-10-18 11:53:54.052 +0700
4199,vn 1798 06,vn 1798 06,translate,2021-10-18 11:53:54.069 +0700,2021-10-18 11:53:54.069 +0700
4213,"120 lçn xþt","120 lcn xþt",translate,2021-10-18 11:54:13.473 +0700,2021-10-18 11:54:13.473 +0700
4216,vn 4852 07,vn 4852 07,translate,2021-10-18 11:54:17.053 +0700,2021-10-18 11:54:17.053 +0700
4221,vn 2671 07,vn 2671 07,translate,2021-10-18 11:54:33.442 +0700,2021-10-18 11:54:33.442 +0700
4223,betamethasone dipropionate 9 6mg clotrimazole 15,betamethasone dipropionate 9 6mg clotrimazole 15,translate,2021-10-18 11:54:41.641 +0700,2021-10-18 11:54:41.641 +0700
4234,hộp lớn chứa 10 hộp nhỏ x 1lọ,big box contains 10 small boxes x 1 bottle,translate,2021-10-18 11:54:54.175 +0700,2021-10-18 11:54:54.175 +0700
6366,thuốc tiêm tiêm bắp hoặc tiêm sâu dưới da,drugs injected intramuscularly or deep under the skin,translate,2021-10-20 11:00:17.025 +0700,2021-10-20 11:00:17.025 +0700
6596,bột/cốm/hạt pha uốngbột/cốm,powder / nuggets / granules mixed drink powder / nuggets,translate,2021-10-20 11:17:55.626 +0700,2021-10-20 11:17:55.626 +0700
7300,viên nang mềm đặt âm đạo hộp 02 vỉ vỉ 06 viên đặt âm đạo,vaginal soft capsule box of 2 blisters of 6 vaginal tablets,translate,2021-10-20 11:32:08.498 +0700,2021-10-20 11:32:08.498 +0700
7301,viên nén hộp 30 viên uống,tablets box of 30 oral tablets,translate,2021-10-20 11:32:09.706 +0700,2021-10-20 11:32:09.706 +0700
7303,hộp 01 chai 5ml thuốc nhỏ mắt tai,box of 01 bottle of 5ml eye drops,translate,2021-10-20 11:32:10.339 +0700,2021-10-20 11:32:10.339 +0700
7397,dung dịch tiêm tĩnh mạch chậm hộp 10 ống x 5ml,solution for slow intravenous injection 10 ampoules x 5ml,translate,2021-10-20 11:32:44.750 +0700,2021-10-20 11:32:44.750 +0700
7530,viên nén phóng thích kéo dài hộp 1 vỉ 2 vỉ x 30 viên uống,extended release tablets box 1 blister 2 blisters x 30 oral tablets,translate,2021-10-20 11:33:49.731 +0700,2021-10-20 11:33:49.731 +0700
7538,viên nén bao phim hộp 1 lọ 60 viên uống,film coated tablets box 1 bottle 60 oral tablets,translate,2021-10-20 11:33:59.363 +0700,2021-10-20 11:33:59.363 +0700
7548,dung dịch tiêm hộp 10 ống x 10ml tiêm,solution for injection box of 10 ampoules x 10ml for injection,translate,2021-10-20 11:34:09.082 +0700,2021-10-20 11:34:09.082 +0700
7553,bột pha tiêm truyền hộp 1 lọ hộp 10 lọ,powder for infusion box 1 vial box 10 vials,translate,2021-10-20 11:34:10.522 +0700,2021-10-20 11:34:10.522 +0700
7559,thuốc nhỏ mắt hộp 1 lọ 5ml dung dịch nhỏ mắt,eye drops box 1 bottle 5ml eye drop solution,translate,2021-10-20 11:34:15.059 +0700,2021-10-20 11:34:15.059 +0700
7779,thuốc xịt mũi định liều,metered dose nasal spray,translate,2021-10-20 11:58:37.594 +0700,2021-10-20 11:58:37.594 +0700
7912,dung dịch tiêm truyền tiêm truyền tĩnh mạch,solution for infusion intravenous infusion,translate,2021-10-20 12:26:29.360 +0700,2021-10-20 12:26:29.360 +0700
7922,thuốc nhỏ mắt/mũi/tai nhỏ mắt/mũi/tai,eye/nose/ear drops/eye/nose/ear drops,translate,2021-10-20 12:27:33.676 +0700,2021-10-20 12:27:33.676 +0700
7923,tiêm truyền tĩnh mạch,intravenous infusion,translate,2021-10-20 12:27:40.402 +0700,2021-10-20 12:27:40.402 +0700
8036,cồn xoa bóp (thuốc xịt ngoài da),rubbing alcohol (skin spray),translate,2021-10-20 13:00:09.624 +0700,2021-10-20 13:00:09.624 +0700
8163,hộp 10 ống 2ml dung dịch tiêm tiêm,box of 10 ampoules of 2ml solution for injection,translate,2021-10-20 13:35:22.642 +0700,2021-10-20 13:35:22.642 +0700
8168,hộp 6 vỉ x 10 viên viên nén bao phin uống,box of 6 blisters x 10 oral film-coated tablets,translate,2021-10-20 13:35:26.244 +0700,2021-10-20 13:35:26.244 +0700
8302,viên nén ngậm,lozenges,translate,2021-10-20 14:00:47.625 +0700,2021-10-20 14:00:47.625 +0700
8330,hộp 1 tuýp 5g thuốc dùng ngoài dùng ngoài,box of 1 tube of 5g medicine for external use,translate,2021-10-20 14:04:16.374 +0700,2021-10-20 14:04:16.374 +0700
8439,lọ/chai/ống/túi,jar/bottle/tube/bag,translate,2021-10-20 14:23:08.511 +0700,2021-10-20 14:23:08.511 +0700
8559,lọ # 5ml,vial # 5ml,translate,2021-10-20 14:52:22.466 +0700,2021-10-20 14:52:22.466 +0700
8579,bột pha dung dịch uống gói,powder for oral solution,translate,2021-10-20 14:53:42.925 +0700,2021-10-20 14:53:42.925 +0700
8580,thuốc tiêm truyền chai 500ml,"500ml bottle for infusion",translate,2021-10-20 14:53:43.022 +0700,2021-10-20 14:53:43.022 +0700
8717,hộp 10 vỉ x 5 viên viên nang mềm uống,box of 10 blisters x 5 soft capsules,translate,2021-10-20 15:21:28.192 +0700,2021-10-20 15:21:28.192 +0700
8810,hộp 1 chai 30 viên viên nén phóng thích kéo dài uống,box of 1 bottle of 30 extended-release tablets,translate,2021-10-20 15:55:08.572 +0700,2021-10-20 15:55:08.572 +0700
8964,hộp 20 vỉ x 10 viên viên nén bao phim uống,box of 20 blisters x 10 oral film coated tablets,translate,2021-10-20 17:19:00.987 +0700,2021-10-20 17:19:00.987 +0700
703,cao khô,dry high,translate,2021-05-20 09:28:11.388 +0700,2021-05-20 09:28:11.388 +0700
856,hỗn dịch dùng cho khí dung,aerosol suspension,translate,2021-05-20 13:30:00.845 +0700,2021-05-20 13:30:00.845 +0700
4196,vn 0787 06,vn 0787 06,translate,2021-10-18 11:53:49.588 +0700,2021-10-18 11:53:49.588 +0700
4202,hộp 1 chai thủy tinh 500ml,box of 1 glass bottle 500ml,translate,2021-10-18 11:53:54.180 +0700,2021-10-18 11:53:54.180 +0700
4214,"250 ml","250 ml",translate,2021-10-18 11:54:16.994 +0700,2021-10-18 11:54:16.994 +0700
4215,"500 ml(tuổi thọ 5 năm)","500ml(5 years lifespan)",translate,2021-10-18 11:54:17.002 +0700,2021-10-18 11:54:17.002 +0700
4218,vn 16836 13,vn 16836 13,translate,2021-10-18 11:54:25.433 +0700,2021-10-18 11:54:25.433 +0700
4231,thiamin nitrate,thiamin nitrate,translate,2021-10-18 11:54:54.090 +0700,2021-10-18 11:54:54.090 +0700
4233,vn 0517 06,vn 0517 06,translate,2021-10-18 11:54:54.117 +0700,2021-10-18 11:54:54.117 +0700
4240,vn 7406 08,vn 7406 08,translate,2021-10-18 11:55:14.182 +0700,2021-10-18 11:55:14.182 +0700
4242,hộp 1chai 100ml,box of 1 bottle of 100ml,translate,2021-10-18 11:55:14.285 +0700,2021-10-18 11:55:14.285 +0700
4246,acid clavulanic 2,acid clavulanic 2,translate,2021-10-18 11:55:21.450 +0700,2021-10-18 11:55:21.450 +0700
4248,vn 6164 08,vn 6164 08,translate,2021-10-18 11:55:21.536 +0700,2021-10-18 11:55:21.536 +0700
4253,vn 9478 10,vn 9478 10,translate,2021-10-18 11:55:25.464 +0700,2021-10-18 11:55:25.464 +0700
4264,vn 2049 06,vn 2049 06,translate,2021-10-18 11:55:33.643 +0700,2021-10-18 11:55:33.643 +0700
4265,"5 vỉ x 6 viên","5 blisters x 6 tablets",translate,2021-10-18 11:55:33.695 +0700,2021-10-18 11:55:33.695 +0700
4267,hộp 1 lọ 70ml 35ml,box of 1 bottle 70ml 35ml,translate,2021-10-18 11:55:33.741 +0700,2021-10-18 11:55:33.741 +0700
4287,hộp 25 lọ,box of 25 bottles,translate,2021-10-18 11:56:01.890 +0700,2021-10-18 11:56:01.890 +0700
4297,vitamin k1 (dưới dạng dry vitamin k1 5% sd) 8mcg,vitamin k1 (as dry vitamin k1 5% sd) 8mcg,translate,2021-10-18 11:56:22.786 +0700,2021-10-18 11:56:22.786 +0700
4353,vn 8035 09,vn 8035 09,translate,2021-10-18 11:57:55.364 +0700,2021-10-18 11:57:55.364 +0700
6367,thuốc tiêm đông khô (bột đông khô pha tiêm),lyophilized injection (freeze-dried powder for injection),translate,2021-10-20 11:00:17.122 +0700,2021-10-20 11:00:17.122 +0700
6377,bột đông khô pha tiêm hộp 1 lọ bột đông khô đơn liều 1 ống dung môi hoàn nguyên 0 5ml và 1 xy lanh vô trùng,lyophilized powder for injection box 1 vial of single dose lyophilized powder 1 ampoule of reconstituted solvent 0 5ml and 1 sterile syringe,translate,2021-10-20 11:01:30.122 +0700,2021-10-20 11:01:30.122 +0700
6599,bình/ lọ,vases,translate,2021-10-20 11:17:58.387 +0700,2021-10-20 11:17:58.387 +0700
7359,gel bôi da hộp 1 tuýp 20 gam,skin gel box 1 tube 20g,translate,2021-10-20 11:32:31.724 +0700,2021-10-20 11:32:31.724 +0700
7780,viên nén hai lớp bao phim phóng thích kéo dài,extended-release film-coated tablets,translate,2021-10-20 11:59:14.670 +0700,2021-10-20 11:59:14.670 +0700
7789,hỗn dịch tiêm tiêm bắp (im),suspension for intramuscular injection (im),translate,2021-10-20 12:01:25.823 +0700,2021-10-20 12:01:25.823 +0700
7913,siro + cốc đong,syrup + measuring cup,translate,2021-10-20 12:26:59.094 +0700,2021-10-20 12:26:59.094 +0700
8037,gói 10ml,"10ml pack",translate,2021-10-20 13:00:37.919 +0700,2021-10-20 13:00:37.919 +0700
8046,kem bôi da dùng ngoài,skin cream for external use,translate,2021-10-20 13:03:33.827 +0700,2021-10-20 13:03:33.827 +0700
8164,hộp 5 vỉ x 10 viên viên nén bao phim phóng thích kéo dài uống,box of 5 blisters x 10 extended release film coated tablets,translate,2021-10-20 13:35:23.214 +0700,2021-10-20 13:35:23.214 +0700
8170,hộp 25 lọ 50ml dung dịch tiêm tiêm,box of 25 bottles of 50ml solution for injection,translate,2021-10-20 13:35:34.237 +0700,2021-10-20 13:35:34.237 +0700
8303,thuốc phun mù hệ hỗn dịch để hít qua đường miệng thuốc phun mù định liều hệ hỗn dịch,suspension system nebulizer for oral inhalation metered dose nebulizer suspension system,translate,2021-10-20 14:00:58.797 +0700,2021-10-20 14:00:58.797 +0700
8323,hộp 20 lọ 5ml thuốc nhỏ mắt,box of 20 bottles of 5ml eye drops,translate,2021-10-20 14:03:39.936 +0700,2021-10-20 14:03:39.936 +0700
8333,hộp 10 vỉ x 10 viên viên nén bao phim phóng thích kéo dài uống,box of 10 blisters x 10 extended-release film-coated tablets,translate,2021-10-20 14:04:33.720 +0700,2021-10-20 14:04:33.720 +0700
8440,thuốc xịt mũi,nasal sprays,translate,2021-10-20 14:23:39.552 +0700,2021-10-20 14:23:39.552 +0700
8442,thuốc hít định liều/ phun mù định liều hoặc dung dịch/hỗn khí dung,metered-dose inhaler/nebulizer or solution/aerosol,translate,2021-10-20 14:24:22.125 +0700,2021-10-20 14:24:22.125 +0700
8561,gói # 15g,pack # 15g,translate,2021-10-20 14:52:25.854 +0700,2021-10-20 14:52:25.854 +0700
8718,hộp 5 bút tiêm chứa sẵn thuốc x 3ml dung dịch tiêm tiêm,box of 5 pre-filled injection pens x 3ml of injection solution,translate,2021-10-20 15:21:57.755 +0700,2021-10-20 15:21:57.755 +0700
8812,túi/ lọ,bag/jar,translate,2021-10-20 15:55:12.920 +0700,2021-10-20 15:55:12.920 +0700
8826,hộp 3 vỉ x 10 viên viên nén phóng thích chậm uống,box of 3 blisters x 10 slow-release tablets,translate,2021-10-20 15:55:53.197 +0700,2021-10-20 15:55:53.197 +0700
8827,hộp 3 vỉ x 10 viên viên nén bao phim giải phóng kéo dài đường uống,box of 3 blisters x 10 oral extended-release film-coated tablets,translate,2021-10-20 15:55:53.907 +0700,2021-10-20 15:55:53.907 +0700
8847,hộp x 1 chai thuốc tiêm truyền tiêm truyền,box x 1 bottle of infusion for infusion,translate,2021-10-20 15:56:40.847 +0700,2021-10-20 15:56:40.847 +0700
8852,hộp 01 chai 133ml dung dịch thụt trực tràng thuốc thụt hậu môn/trực tràng,box of 01 bottle of 133ml enemas solution rectal/anal enemas,translate,2021-10-20 15:56:44.625 +0700,2021-10-20 15:56:44.625 +0700
8857,hộp chứa 1 bút tiêm bơm sẵn x 3ml dung dịch tiêm tiêm,box contains 1 pre-filled pen x 3ml injection solution,translate,2021-10-20 15:56:51.868 +0700,2021-10-20 15:56:51.868 +0700
8966,hộp 50 ống x 5ml dung dịch tiêm tiêm,box of 50 ampoules x 5ml of injection solution,translate,2021-10-20 17:19:02.418 +0700,2021-10-20 17:19:02.418 +0700
704,thuốc cốm sủi bọt,effervescent nuggets,translate,2021-05-20 09:28:32.172 +0700,2021-05-20 09:28:32.172 +0700
705,viên nén bao phim có tác dụng kéo dài,long acting film coated tablets,translate,2021-05-20 09:28:42.256 +0700,2021-05-20 09:28:42.256 +0700
857,hỗn dịch gội đầu,shampoo mixture,translate,2021-05-20 13:31:03.449 +0700,2021-05-20 13:31:03.449 +0700
4204,"15mcg/0 5ml","15mcg/0 5ml",translate,2021-10-18 11:53:58.151 +0700,2021-10-18 11:53:58.151 +0700
4210,vn 1292 06,vn 1292 06,translate,2021-10-18 11:54:01.942 +0700,2021-10-18 11:54:01.942 +0700
4220,vn 2669 07,vn 2669 07,translate,2021-10-18 11:54:33.435 +0700,2021-10-18 11:54:33.435 +0700
4222,vn 13926 11,vn 13926 11,translate,2021-10-18 11:54:37.374 +0700,2021-10-18 11:54:37.374 +0700
4224,vn 8479 09,vn 8479 09,translate,2021-10-18 11:54:41.705 +0700,2021-10-18 11:54:41.705 +0700
4225,hộp lớn x 5 hộp nhỏ x 2 vỉ x 10 viên,big box x 5 small boxes x 2 blisters x 10 tablets,translate,2021-10-18 11:54:41.878 +0700,2021-10-18 11:54:41.878 +0700
4226,vn 3120 07,vn 3120 07,translate,2021-10-18 11:54:46.780 +0700,2021-10-18 11:54:46.780 +0700
4227,hộp 1 vỉ x 2 viên,box of 1 blister x 2 tablets,translate,2021-10-18 11:54:46.820 +0700,2021-10-18 11:54:46.820 +0700
4228,"7 hoặc 10 miếng) (7cm x 10 cm)","7 or 10 pieces) (7cm x 10cm)",translate,2021-10-18 11:54:50.388 +0700,2021-10-18 11:54:50.388 +0700
4230,clavulanate kali 125m,clavulanate kali 125m,translate,2021-10-18 11:54:54.089 +0700,2021-10-18 11:54:54.089 +0700
4235,vn 0401 06,vn 0401 06,translate,2021-10-18 11:55:02.808 +0700,2021-10-18 11:55:02.808 +0700
4236,vitamin b12,vitamin b12,translate,2021-10-18 11:55:06.367 +0700,2021-10-18 11:55:06.367 +0700
4237,vn 7268 08,vn 7268 08,translate,2021-10-18 11:55:06.471 +0700,2021-10-18 11:55:06.471 +0700
4238,mỗi viên chứa: magnesi trisilicat 250mg,each tablet contains: magnesium trisilicate 250mg,translate,2021-10-18 11:55:10.528 +0700,2021-10-18 11:55:10.528 +0700
4239,vn 10130 10,vn 10130 10,translate,2021-10-18 11:55:10.708 +0700,2021-10-18 11:55:10.708 +0700
4241,vn 3592 07,vn 3592 07,translate,2021-10-18 11:55:14.189 +0700,2021-10-18 11:55:14.189 +0700
4243,vn 7405 08,vn 7405 08,translate,2021-10-18 11:55:17.659 +0700,2021-10-18 11:55:17.659 +0700
4244,vn 11283 10,vn 11283 10,translate,2021-10-18 11:55:17.716 +0700,2021-10-18 11:55:17.716 +0700
4249,vn 6163 08,vn 6163 08,translate,2021-10-18 11:55:21.591 +0700,2021-10-18 11:55:21.591 +0700
4250,hộp 2 vỉ nhôm/ nhôm x 6 viên,box of 2 aluminum/aluminum blisters x 6 tablets,translate,2021-10-18 11:55:21.843 +0700,2021-10-18 11:55:21.843 +0700
4261,vn 1168 06,vn 1168 06,translate,2021-10-18 11:55:29.298 +0700,2021-10-18 11:55:29.298 +0700
4263,vn 1059 06,vn 1059 06,translate,2021-10-18 11:55:33.638 +0700,2021-10-18 11:55:33.638 +0700
4266,vn 2090 06,vn 2090 06,translate,2021-10-18 11:55:33.696 +0700,2021-10-18 11:55:33.696 +0700
4268,vn 2553 07,vn 2553 07,translate,2021-10-18 11:55:37.627 +0700,2021-10-18 11:55:37.627 +0700
4269,hộp 10 lọ bột pha tiêm,box of 10 vials of powder for injection,translate,2021-10-18 11:55:37.679 +0700,2021-10-18 11:55:37.679 +0700
4270,hộp 1 vỉ chứa 1 viên nang fluconazole 150mg và 2 viên nén tinidazole 1000mg,box of 1 blister contains 1 fluconazole 150mg capsule and 2 tinidazole 1000mg tablets,translate,2021-10-18 11:55:37.728 +0700,2021-10-18 11:55:37.728 +0700
4271,vn 8443 09,vn 8443 09,translate,2021-10-18 11:55:41.668 +0700,2021-10-18 11:55:41.668 +0700
4273,salmeterol 25mcg/liề,salmeterol 25mcg/dose,translate,2021-10-18 11:55:45.807 +0700,2021-10-18 11:55:45.807 +0700
4274,vn 8807 09,vn 8807 09,translate,2021-10-18 11:55:50.032 +0700,2021-10-18 11:55:50.032 +0700
4275,vn 14866 12,vn 14866 12,translate,2021-10-18 11:55:50.033 +0700,2021-10-18 11:55:50.033 +0700
4276,vn 13734 11,vn 13734 11,translate,2021-10-18 11:55:50.039 +0700,2021-10-18 11:55:50.039 +0700
4277,hộp 1 lọ bột + 1 lọ nước cất pha tiêm 10ml,box of 1 powder vial + 1 bottle of 10ml distilled water for injection,translate,2021-10-18 11:55:50.148 +0700,2021-10-18 11:55:50.148 +0700
4278,vn 4628 07,vn 4628 07,translate,2021-10-18 11:55:54.079 +0700,2021-10-18 11:55:54.079 +0700
4280,vn 7797 09,vn 7797 09,translate,2021-10-18 11:55:57.662 +0700,2021-10-18 11:55:57.662 +0700
4281,vn 4572 07,vn 4572 07,translate,2021-10-18 11:55:57.708 +0700,2021-10-18 11:55:57.708 +0700
4284,hộp 10 vỉ x 10viên,box of 10 blisters x 10 tablets,translate,2021-10-18 11:55:57.818 +0700,2021-10-18 11:55:57.818 +0700
4286,ritonavir 50mg,ritonavir 50mg,translate,2021-10-18 11:56:01.813 +0700,2021-10-18 11:56:01.813 +0700
4291,"40mg 500mg 250mg","40mg 500mg 250mg",translate,2021-10-18 11:56:10.492 +0700,2021-10-18 11:56:10.492 +0700
4294,"500mg 500mg 11 1mg","500mg 500mg 11 1mg",translate,2021-10-18 11:56:14.962 +0700,2021-10-18 11:56:14.962 +0700
4295,vn 5586 10,vn 5586 10,translate,2021-10-18 11:56:15.058 +0700,2021-10-18 11:56:15.058 +0700
4296,hộp 5 ống 5ml,box of 5 tubes of 5ml,translate,2021-10-18 11:56:20.019 +0700,2021-10-18 11:56:20.019 +0700
4298,vn 16529 13,vn 16529 13,translate,2021-10-18 11:56:22.929 +0700,2021-10-18 11:56:22.929 +0700
4299,cl,cl,translate,2021-10-18 11:56:26.827 +0700,2021-10-18 11:56:26.827 +0700
4303,vn 4195 07,vn 4195 07,translate,2021-10-18 11:56:31.521 +0700,2021-10-18 11:56:31.521 +0700
4304,hộp 10 ống 1ml,box of 10 tubes of 1ml,translate,2021-10-18 11:56:31.521 +0700,2021-10-18 11:56:31.521 +0700
4305,vn 13977 11,vn 13977 11,translate,2021-10-18 11:56:35.554 +0700,2021-10-18 11:56:35.554 +0700
4307,hemicellulase,hemicellulase,translate,2021-10-18 11:56:39.229 +0700,2021-10-18 11:56:39.229 +0700
4308,kali acetate,kali acetate,translate,2021-10-18 11:56:39.285 +0700,2021-10-18 11:56:39.285 +0700
4309,hộp 12 lọ,box of 12 bottles,translate,2021-10-18 11:56:39.314 +0700,2021-10-18 11:56:39.314 +0700
4310,vn 15865 12,vn 15865 12,translate,2021-10-18 11:56:39.315 +0700,2021-10-18 11:56:39.315 +0700
4312,vn 16278 13,vn 16278 13,translate,2021-10-18 11:56:44.065 +0700,2021-10-18 11:56:44.065 +0700
4313,vn 8498 09,vn 8498 09,translate,2021-10-18 11:56:44.066 +0700,2021-10-18 11:56:44.066 +0700
4318,vn 0666 06,vn 0666 06,translate,2021-10-18 11:56:54.187 +0700,2021-10-18 11:56:54.187 +0700
4319,dexamethasone 1mg,dexamethasone 1mg,translate,2021-10-18 11:56:57.879 +0700,2021-10-18 11:56:57.879 +0700
4324,vn 10350 05,vn 10350 05,translate,2021-10-18 11:57:02.759 +0700,2021-10-18 11:57:02.759 +0700
4327,vn 2719 07,vn 2719 07,translate,2021-10-18 11:57:02.823 +0700,2021-10-18 11:57:02.823 +0700
4328,vn 12929 11,vn 12929 11,translate,2021-10-18 11:57:07.155 +0700,2021-10-18 11:57:07.155 +0700
4329,hôộp 12 viên,box of 12 tablets,translate,2021-10-18 11:57:07.204 +0700,2021-10-18 11:57:07.204 +0700
4332,hộp 1 lọ 50ml,box of 1 bottle of 50ml,translate,2021-10-18 11:57:11.183 +0700,2021-10-18 11:57:11.183 +0700
4333,vn 3309 07,vn 3309 07,translate,2021-10-18 11:57:11.184 +0700,2021-10-18 11:57:11.184 +0700
4335,vn 9743 10,vn 9743 10,translate,2021-10-18 11:57:15.370 +0700,2021-10-18 11:57:15.370 +0700
4336,vn 9278 09,vn 9278 09,translate,2021-10-18 11:57:15.372 +0700,2021-10-18 11:57:15.372 +0700
4337,vn 6899 08,vn 6899 08,translate,2021-10-18 11:57:15.377 +0700,2021-10-18 11:57:15.377 +0700
4338,hộp 1 chai thuỷ tinh 60ml,box of 1 glass bottle 60ml,translate,2021-10-18 11:57:15.476 +0700,2021-10-18 11:57:15.476 +0700
4339,hộp 2 vø x 30 viên,box of 2 v x 30 tablets,translate,2021-10-18 11:57:19.257 +0700,2021-10-18 11:57:19.257 +0700
4340,vn 9322 09,vn 9322 09,translate,2021-10-18 11:57:27.375 +0700,2021-10-18 11:57:27.375 +0700
4341,vn 8509 09,vn 8509 09,translate,2021-10-18 11:57:27.379 +0700,2021-10-18 11:57:27.379 +0700
4342,hộp 1 lọ x 1g,box of 1 vial x 1g,translate,2021-10-18 11:57:27.479 +0700,2021-10-18 11:57:27.479 +0700
4344,vn 2100 06,vn 2100 06,translate,2021-10-18 11:57:31.005 +0700,2021-10-18 11:57:31.005 +0700
4345,vn 5573 08,vn 5573 08,translate,2021-10-18 11:57:34.982 +0700,2021-10-18 11:57:34.982 +0700
