"id","from","to","createdAt","updatedAt"
4625,클피그렐정(클로피도그렐황산수소염)_(97.875mg/1정),klpigrel tablet (clopidogrel hydrogen sulfate)_(97.875mg/1 tablet),2021-04-19 17:22:18.841 +0700,2021-04-19 17:22:18.841 +0700
4626,가바리카캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),gabarica capsule 300mg (pregabalin)_(0.3g/1 capsule),2021-04-19 17:22:19.077 +0700,2021-04-19 17:22:19.077 +0700
4627,리펜정(이부프로펜),lipen tablet (ibuprofen),2021-04-19 17:22:19.333 +0700,2021-04-19 17:22:19.333 +0700
4628,칸데탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),candetan tablet 16mg (candesartan cilexetil)_(16mg/1 tablet),2021-04-19 17:22:19.491 +0700,2021-04-19 17:22:19.491 +0700
4629,대화세프트리악손주1그람(세프트리악손나트륨수화물)_(1g/1병),daehwa ceftriacsonju 1gram (ceftriaxone sodium hydrate)_(1g/1 bottle),2021-04-19 17:22:19.744 +0700,2021-04-19 17:22:19.744 +0700
4630,릴레스타트점안액0.05%(에피나스틴염산염)_(2.5mg/5ml),relestat eye drop 0.05% (epinastine hydrochloride)_(2.5mg/5ml),2021-04-19 17:22:20.063 +0700,2021-04-19 17:22:20.063 +0700
4634,이베플러스브이정300/12.5밀리그램_(1정),ebe plus v lee jeong 300/12.5 mg_(1 tablet),2021-04-19 17:22:21.638 +0700,2021-04-19 17:22:21.638 +0700
4631,투리온점안액(베포타스틴베실산염)_(75mg/5ml),turion eye drop (bepotastine besylate)_(75mg/5ml),2021-04-19 17:22:20.369 +0700,2021-04-19 17:22:20.369 +0700
4641,로자토정(로사르탄칼륨)_(50mg/1정),rosato tablet (losartan potassium)_(50mg/1 tablet),2021-04-19 17:22:23.441 +0700,2021-04-19 17:22:23.441 +0700
4683,메피롤-씨시럽5%(l-카르보시스테인)_(4.5g/90ml),mepyrrol-sea syrup 5% (l-carbocysteine)_(4.5g/90ml),2021-04-19 17:22:34.716 +0700,2021-04-19 17:22:34.716 +0700
4719,리큅정2밀리그램(로피니롤염산염)_(2.28mg/1정),liquip tablet 2mg (lopinirol hydrochloride)_(2.28mg/1 tablet),2021-04-19 17:22:44.128 +0700,2021-04-19 17:22:44.128 +0700
4723,프레딘캡슐75밀리그램(프레가발린)_(75mg/1캡슐),predin capsule 75mg (pregabalin)_(75mg/1 capsule),2021-04-19 17:22:45.059 +0700,2021-04-19 17:22:45.059 +0700
4726,콜린알디드정(콜린알포세레이트)_(0.4g/1정),choline aldide tablet (choline alfoscerate)_(0.4g/1 tablet),2021-04-19 17:22:45.827 +0700,2021-04-19 17:22:45.827 +0700
4734,이트라녹스정(이트라코나졸고체분산체)_(0.253g/1정),itranox tablet (itraconazole solid dispersion)_(0.253g/1 tablet),2021-04-19 17:22:47.590 +0700,2021-04-19 17:22:47.590 +0700
4742,타미비어캡슐30밀리그램(오셀타미비르인산염)_(39.4mg/1캡슐),tamivir capsule 30mg (oseltamivir phosphate)_(39.4mg/1 capsule),2021-04-19 17:22:49.487 +0700,2021-04-19 17:22:49.487 +0700
4791,스프렌딜지속정2.5밀리그람(펠로디핀)_(2.5mg/1정),sprendil sustained tablet 2.5 milligrams (felodipine)_(2.5mg/1 tablet),2021-04-19 17:23:01.336 +0700,2021-04-19 17:23:01.336 +0700
4797,렉스프람정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),rexpram tablet 10mg (escitalopram oxalate)_(12.77mg/1 tablet),2021-04-19 17:23:02.578 +0700,2021-04-19 17:23:02.578 +0700
4803,브로날린패취0.5mg(툴로부테롤)_(1.6x1.6㎠/1매),bronaline patch 0.5mg (tulobuterol)_(1.6x1.6㎠/1sheet),2021-04-19 17:23:03.911 +0700,2021-04-19 17:23:03.911 +0700
4805,티바레주1밀리그램(레미펜타닐염산염),"1 milligram of tibare juice (remifentanyl hydrochloride)",2021-04-19 17:23:04.312 +0700,2021-04-19 17:23:04.312 +0700
4812,라베리트정20밀리그램(라베프라졸나트륨)_(20mg/1정),raberry tablet 20mg (rabeprazole sodium)_(20mg/1 tablet),2021-04-19 17:23:06.102 +0700,2021-04-19 17:23:06.102 +0700
4813,아셉정10mg(염산도네페질),acep tablet 10mg (donepezil hydrochloride),2021-04-19 17:23:06.502 +0700,2021-04-19 17:23:06.502 +0700
4829,히알루주사2%(히알루론산나트륨),hyaluronic injection 2% (sodium hyaluronate),2021-04-19 17:23:10.742 +0700,2021-04-19 17:23:10.742 +0700
4832,덱시론정(덱시부프로펜)_(0.4g/1정),dexiron tablet (dexibuprofen)_(0.4g/1 tablet),2021-04-19 17:23:11.368 +0700,2021-04-19 17:23:11.368 +0700
4834,돈셉트정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),doncepte tablet 10mg (donepezil hydrochloride hydrate)_(10.43mg/1 tablet),2021-04-19 17:23:11.871 +0700,2021-04-19 17:23:11.871 +0700
4836,일동아목시실린수화물캡슐250밀리그램_(0.25g/1캡슐),ildong amoxicillin hydrate capsule 250mg_(0.25g/1capsule),2021-04-19 17:23:12.414 +0700,2021-04-19 17:23:12.414 +0700
4838,사포그서방정(사르포그렐레이트염산염)_(0.3g/1정),safog sustained-release tablet (sarpogrelate hydrochloride)_(0.3g/1 tablet),2021-04-19 17:23:12.894 +0700,2021-04-19 17:23:12.894 +0700
4859,신네트주(말레인산시네파짓),sinnetju (maleic acid cinepajit),2021-04-19 17:23:17.944 +0700,2021-04-19 17:23:17.944 +0700
4866,리브론정(티볼론)_(2.5mg/1정),libron tablet (tibolone)_(2.5mg/1 tablet),2021-04-19 17:23:19.723 +0700,2021-04-19 17:23:19.723 +0700
4869,오스코반필름코팅정160밀리그램(발사르탄)_(0.16g/1정),osco half film coated tablet 160 mg (valsartan)_(0.16g/1 tablet),2021-04-19 17:23:20.385 +0700,2021-04-19 17:23:20.385 +0700
4878,바이겔크림(인도메타신)_(1.05g/105g),vigel cream (indomethacin)_(1.05g/105g),2021-04-19 17:23:22.937 +0700,2021-04-19 17:23:22.937 +0700
4883,루마겔(케토프로펜)(수출명:remasonricfen),lumagel (ketoprofen) (export name: remasonricfen),2021-04-19 17:23:24.073 +0700,2021-04-19 17:23:24.073 +0700
4886,뉴펜겔(케토프로펜)_(1.5g/50g),new pengel (ketoprofen)_(1.5g/50g),2021-04-19 17:23:24.786 +0700,2021-04-19 17:23:24.786 +0700
4888,보노아이주 100밀리리터,"100 milliliters of bonoai",2021-04-19 17:23:25.238 +0700,2021-04-19 17:23:25.238 +0700
4892,리피큐어정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.7mg/1정),lipicure tablet 20mg (atorvastatin calcium trihydrate)_(21.7mg/1 tablet),2021-04-19 17:23:25.998 +0700,2021-04-19 17:23:25.998 +0700
4904,녹십자콜린알포세레이트캡슐_(0.4g/1캡슐),green cross choline alfoscerate capsule_(0.4g/1 capsule),2021-04-19 17:23:28.767 +0700,2021-04-19 17:23:28.767 +0700
4912,동광덱타손주(디나트륨인산덱사메타손),dongkwang dexason liquor (dexamethasone disodium phosphate),2021-04-19 17:23:30.567 +0700,2021-04-19 17:23:30.567 +0700
4918,텔미일정80mg(텔미사르탄)_(80mg/1정),tellmiyl tablet 80mg (telmisartan)_(80mg/1 tablet),2021-04-19 17:23:32.100 +0700,2021-04-19 17:23:32.100 +0700
4924,뉴로콜린시럽(콜린알포세레이트)_(0.4g/10ml),neurocholine syrup (choline alfoscerate)_(0.4g/10ml),2021-04-19 17:23:33.482 +0700,2021-04-19 17:23:33.482 +0700
4936,바이드라이산(탄산수소나트륨)(bidry;solucartplus)_(750g/1통(pe)),bidriic acid (sodium hydrogen carbonate) (bidry;solucartplus)_(750g/1 container (pe)),2021-04-19 17:23:36.077 +0700,2021-04-19 17:23:36.077 +0700
4970,몬텔루츄정5밀리그램(몬테루카스트나트륨)_(5.2mg/1정),monteluchu tablet 5mg (monterukast sodium)_(5.2mg/1 tablet),2021-04-19 17:23:44.460 +0700,2021-04-19 17:23:44.460 +0700
4972,도네펠정5밀리그램(도네페질염산염수화물)_(5.215mg/1정),doneppel tablet 5mg (donepezil hydrochloride hydrate)_(5.215mg/1 tablet),2021-04-19 17:23:44.944 +0700,2021-04-19 17:23:44.944 +0700
4976,파라멜인퓨전주(l-아스파르트산-l-오르니틴수화물)_(5g/10ml),paramel infusion liquor (l-aspartic acid-l-ornithine hydrate)_(5g/10ml),2021-04-19 17:23:45.962 +0700,2021-04-19 17:23:45.962 +0700
5008,크라몬네오시럽(아목시실린수화물-묽은클라불란산칼륨),kramon neo syrup (amoxicillin hydrate-dilute potassium clavulanate),2021-04-19 17:23:54.441 +0700,2021-04-19 17:23:54.441 +0700
5014,일성세프트리악손주1그램(세프트리악손나트륨수화물)_(1g/1병),ilsung ceftriaxonju 1g (ceftriaxone sodium hydrate)_(1g/1 bottle),2021-04-19 17:23:56.298 +0700,2021-04-19 17:23:56.298 +0700
5029,메모릴엠정(콜린알포세레이트)_(0.4g/1정),memoryl m tablet (choline alfoscerate)_(0.4g/1 tablet),2021-04-19 17:24:00.184 +0700,2021-04-19 17:24:00.184 +0700
5031,프리폴-엠시티주2%(프로포폴),free fall-m city 2% (profopol),2021-04-19 17:24:00.789 +0700,2021-04-19 17:24:00.789 +0700
5035,나보타주 150단위(클로스트리디움보툴리눔독소a형)_(150unit/1병),nabotage 150 units (clostridium botulinum toxin type a)_(150 units/bottle),2021-04-19 17:24:01.826 +0700,2021-04-19 17:24:01.826 +0700
5049,에스팔몬정(리마프로스트알파덱스)_(0.16667mg/1정),espalmon tablet (limafrost alphadex)_(0.16667mg/1 tablet),2021-04-19 17:24:05.125 +0700,2021-04-19 17:24:05.125 +0700
5063,우르디비캡슐_(1캡슐),urdb capsule_(1 capsule),2021-04-19 17:24:08.916 +0700,2021-04-19 17:24:08.916 +0700
5065,유니피타정2밀리그램(피타바스타틴칼슘)_(2mg/1정),unifita tablet 2mg (pitavastatin calcium)_(2mg/1 tablet),2021-04-19 17:24:09.286 +0700,2021-04-19 17:24:09.286 +0700
5077,아목시클정(아목시실린수화물·클라불란산칼륨(7:1))_(1정),"amoxicle tablet (amoxicillin hydrate, potassium clavulanate (7:1))_(1 tablet)",2021-04-19 17:24:12.036 +0700,2021-04-19 17:24:12.036 +0700
5084,하원세프라딘주사1그람,hawon cepradin injection 1 gram,2021-04-19 17:24:13.613 +0700,2021-04-19 17:24:13.613 +0700
5088,자이펜연질캡슐300mg(덱시부프로펜)_(0.3g/1캡슐),xypen soft capsule 300mg (dexibuprofen)_(0.3g/1 capsule),2021-04-19 17:24:14.653 +0700,2021-04-19 17:24:14.653 +0700
5092,테바라모트리진츄어블정50밀리그램,tebara motrizine chewable tablets 50mg,2021-04-19 17:24:15.838 +0700,2021-04-19 17:24:15.838 +0700
5095,에필라탐정500밀리그램(레비티라세탐)_(0.5g/1정),epila detective 500mg (levitiracetam)_(0.5g/1tablet),2021-04-19 17:24:16.545 +0700,2021-04-19 17:24:16.545 +0700
4632,목시블듀오시럽(아목시실린·클라불란산칼륨(7:1))_(500ml),"moxible duo syrup (amoxicillin, clavulanate potassium (7:1))_(500ml)",2021-04-19 17:22:20.616 +0700,2021-04-19 17:22:20.616 +0700
4638,대한프레드니솔론크림_(25mg/10g),daehan prednisolone cream_(25mg/10g),2021-04-19 17:22:22.563 +0700,2021-04-19 17:22:22.563 +0700
4642,티어린에프점안액(히알루론산나트륨)_(1.35mg/0.45ml),thierlin f eye drop (sodium hyaluronate)_(1.35mg/0.45ml),2021-04-19 17:22:23.700 +0700,2021-04-19 17:22:23.700 +0700
4646,케이마릴엠정2/500밀리그램_(1정),k-maryl m tablet 2/500 mg_(1 tablet),2021-04-19 17:22:25.064 +0700,2021-04-19 17:22:25.064 +0700
4651,탐피론캡슐0.2밀리그램(탐스로신염산염)_(0.2mg/1캡슐),tampirone capsule 0.2mg (tamsulosin hydrochloride)_(0.2mg/1 capsule),2021-04-19 17:22:26.477 +0700,2021-04-19 17:22:26.477 +0700
4663,렐바100엘립타_(30회),relva 100 ellipta_(30 episodes),2021-04-19 17:22:29.546 +0700,2021-04-19 17:22:29.546 +0700
4676,덱타론정400mg(덱시부프로펜)_(0.4g/1정),decaron tablet 400mg (dexibuprofen)_(0.4g/1 tablet),2021-04-19 17:22:33.065 +0700,2021-04-19 17:22:33.065 +0700
4680,페북스타정40밀리그램(페북소스타트)_(40mg/1정),facebook star tablets 40mg (febook sauce star)_(40mg/1 tablet),2021-04-19 17:22:33.877 +0700,2021-04-19 17:22:33.877 +0700
4699,지무라돌세미서방정_(1정),jimura doll semi-western release_(1 tablet),2021-04-19 17:22:38.667 +0700,2021-04-19 17:22:38.667 +0700
4707,디마폴민서방정(염산메트포르민)_(0.5g/1정),dimapolmin sustained-release tablet (metformin hydrochloride)_(0.5g/1 tablet),2021-04-19 17:22:40.863 +0700,2021-04-19 17:22:40.863 +0700
4709,비자다킨주(아자시티딘)_(0.1g/1병),vizadakinju (azacitidine)_(0.1g/1 bottle),2021-04-19 17:22:41.534 +0700,2021-04-19 17:22:41.534 +0700
4712,푸로날캡슐(플루코나졸)_(50mg/1캡슐),furonal capsule (fluconazole)_(50mg/1 capsule),2021-04-19 17:22:42.399 +0700,2021-04-19 17:22:42.399 +0700
4731,삼아탄툼액(벤지다민염산염)_(45mg/30ml),samatantum liquid (benzidamine hydrochloride)_(45mg/30ml),2021-04-19 17:22:46.970 +0700,2021-04-19 17:22:46.970 +0700
4735,트라실주(갈라민트리에치오다이드),trasil state (galamine triethide),2021-04-19 17:22:47.885 +0700,2021-04-19 17:22:47.885 +0700
4746,오멘틴정625밀리그램(아목시실린수화물·묽은클라불란산칼륨)_(1정),"omentin tablet 625 mg (amoxicillin hydrate, dilute potassium clavulanate)_(1 tablet)",2021-04-19 17:22:50.416 +0700,2021-04-19 17:22:50.416 +0700
4763,아이누리점안액0.3%(히알루론산나트륨),ainuri eye drops 0.3% (sodium hyaluronate),2021-04-19 17:22:54.799 +0700,2021-04-19 17:22:54.799 +0700
4768,베포스타비정(베포타스틴베실산염)_(10mg/1정),bepostavi tablet (bepotastine besylate)_(10mg/1 tablet),2021-04-19 17:22:55.976 +0700,2021-04-19 17:22:55.976 +0700
4771,유나스틴주(우리나스타틴),yunastine (urinastatin),2021-04-19 17:22:56.828 +0700,2021-04-19 17:22:56.828 +0700
4773,렌비마캡슐4밀리그램(렌바티닙메실산염)_(4.9mg/1캡슐),renbima capsule 4mg (renbatinib mesylate)_(4.9mg/1 capsule),2021-04-19 17:22:57.134 +0700,2021-04-19 17:22:57.134 +0700
4783,제이포지정10/160밀리그램_(1정),jpo designated 10/160mg_(1 tablet),2021-04-19 17:22:59.508 +0700,2021-04-19 17:22:59.508 +0700
4816,삼성실로스타졸정_(50mg/1정),samsung silostazol tablet_(50mg/1 tablet),2021-04-19 17:23:07.582 +0700,2021-04-19 17:23:07.582 +0700
4826,푸로아민주_(500ml/백),furoamine wine_(500ml/bag),2021-04-19 17:23:10.121 +0700,2021-04-19 17:23:10.121 +0700
4828,로큐니움주사(로쿠로늄브롬화물),locunium injection (locuronium bromide),2021-04-19 17:23:10.546 +0700,2021-04-19 17:23:10.546 +0700
4830,슈판토정40mg(판토프라졸나트륨세스키히드레이트),supanto tablet 40mg (pantoprazole sodium sesquihydrate),2021-04-19 17:23:10.948 +0700,2021-04-19 17:23:10.948 +0700
4833,엔티콜린연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),anticholine soft capsule (choline alfoscerate)_(0.4g/1 capsule),2021-04-19 17:23:11.600 +0700,2021-04-19 17:23:11.600 +0700
4835,렌벨라산0.8그램(세벨라머탄산염)_(0.8g/1포),renbella acid 0.8 grams (sevelamer carbonate)_(0.8g/1 packet),2021-04-19 17:23:12.125 +0700,2021-04-19 17:23:12.125 +0700
4841,산도스시타라빈주50mg/ml(시타라빈)(알렉산: alexan)_(2g/40ml),sandoscytarabine 50mg/ml (cytarabine) (alexan: alexan)_(2g/40ml),2021-04-19 17:23:13.666 +0700,2021-04-19 17:23:13.666 +0700
4849,올메칸정20밀리그램(올메사탄메독시밀)_(20mg/1정),olmecan tablet 20mg (allmesartan medoximi)_(20mg/1 tablet),2021-04-19 17:23:15.486 +0700,2021-04-19 17:23:15.486 +0700
4853,썰타목스정500mg(아목시실린수화물·설박탐피복실)_(1정),sertamox tablet 500mg (amoxicillin hydrate/sulbactamcoboksil)_(1 tablet),2021-04-19 17:23:16.473 +0700,2021-04-19 17:23:16.473 +0700
4858,가딘주(염산라니티딘),gardinju (ranitidine hydrochloride),2021-04-19 17:23:17.734 +0700,2021-04-19 17:23:17.734 +0700
4872,레보세타액(염산레보세티리진),levoceta solution (levocetirizine hydrochloride),2021-04-19 17:23:21.312 +0700,2021-04-19 17:23:21.312 +0700
4874,아테로이드연질캡슐(설포뮤코폴리사카라이드)_(200lru/1캡슐),atheroid soft capsule (sulfomucopolysaccharide)_(200lru/1 capsule),2021-04-19 17:23:21.963 +0700,2021-04-19 17:23:21.963 +0700
4876,스텔라라피하주사(우스테키누맙)_(45mg/0.5ml),stellar subcutaneous injection (ustekinumab)_(45mg/0.5ml),2021-04-19 17:23:22.539 +0700,2021-04-19 17:23:22.539 +0700
4885,파비스오플록사신정,pavis ofloxa new year's day,2021-04-19 17:23:24.521 +0700,2021-04-19 17:23:24.521 +0700
4905,코니펜정(케토티펜푸마르산염)_(1.38mg/1정),conifen tablet (ketotifen fumarate)_(1.38mg/1 tablet),2021-04-19 17:23:29.039 +0700,2021-04-19 17:23:29.039 +0700
4910,프리가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),pregabalin 150mg (pregabalin)_(0.15g/1capsule),2021-04-19 17:23:30.162 +0700,2021-04-19 17:23:30.162 +0700
4919,브론큐시럽(아이비엽70%에탄올유동엑스)_(0.1g/5ml),bron q syrup (ivy leaf 70% ethanol fluid extract)_(0.1g/5ml),2021-04-19 17:23:32.299 +0700,2021-04-19 17:23:32.299 +0700
4937,트리람정0.25밀리그램(트리아졸람)_(0.25mg/1정),triram tablet 0.25mg (triazolam)_(0.25mg/1 tablet),2021-04-19 17:23:36.433 +0700,2021-04-19 17:23:36.433 +0700
4941,제이레인점안액(히알루론산나트륨)(1회용)_(0.35mg/0.35ml),jay lane eye drop (sodium hyaluronate) (single use)_(0.35mg/0.35ml),2021-04-19 17:23:37.265 +0700,2021-04-19 17:23:37.265 +0700
4984,삼천당아시클로버정(수출명:베록스정)_(0.2g/1정),samcheondang acyclovir tablet (export name: verox tablet)_(0.2g/1 tablet),2021-04-19 17:23:48.035 +0700,2021-04-19 17:23:48.035 +0700
4992,뉴라베정10mg(라베프라졸나트륨)_(10mg/1정),neurabe tablet 10mg (rabeprazole sodium)_(10mg/1 tablet),2021-04-19 17:23:50.144 +0700,2021-04-19 17:23:50.144 +0700
4994,엠비엘에취디엘테스트,mbl hl test,2021-04-19 17:23:50.597 +0700,2021-04-19 17:23:50.597 +0700
5010,오메크라정625밀리그램(아목시실린수화물·묽은클라불란산칼륨(4:1))_(1정),"omekra tablet 625 mg (amoxicillin hydrate, dilute potassium clavulanate (4:1))_(1 tablet)",2021-04-19 17:23:55.002 +0700,2021-04-19 17:23:55.002 +0700
5013,캠테칸주(이리노테칸염산염)_(0.1g/5ml),camptecanju (irinotecan hydrochloride)_(0.1g/5ml),2021-04-19 17:23:56.038 +0700,2021-04-19 17:23:56.038 +0700
5019,라모스탈정100밀리그램(라모트리진)_(0.1g/1정),ramostal tablet 100mg (ramotrigine)_(0.1g/1 tablet),2021-04-19 17:23:57.511 +0700,2021-04-19 17:23:57.511 +0700
5027,에페노정(에페리손염산염)_(50mg/1정),efeno tablet (eperisone hydrochloride)_(50mg/1 tablet),2021-04-19 17:23:59.672 +0700,2021-04-19 17:23:59.672 +0700
5038,리도솔론크림(프레드니솔론발레로아세테이트)_(1.35g/450g),lidosolone cream (prednisolone valeroacetate)_(1.35g/450g),2021-04-19 17:24:02.603 +0700,2021-04-19 17:24:02.603 +0700
5043,속시틴에스알정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),soxitine sr tablet 15 mg (mosapride citrate hydrate)_(15.88mg/1 tablet),2021-04-19 17:24:03.679 +0700,2021-04-19 17:24:03.679 +0700
5047,플루코린캡슐(플루코나졸)_(50mg/1캡슐),flucorin capsule (fluconazole)_(50mg/1 capsule),2021-04-19 17:24:04.758 +0700,2021-04-19 17:24:04.758 +0700
5051,삼성피나스테리드정5밀리그램_(5mg/1정),samsung finasteride tablet 5mg_(5mg/1 tablet),2021-04-19 17:24:05.526 +0700,2021-04-19 17:24:05.526 +0700
5054,에셀민주_(250ml),essel democracy_(250ml),2021-04-19 17:24:06.458 +0700,2021-04-19 17:24:06.458 +0700
4633,"영진세포탁심나트륨주1그람(수출명:폭심1그람,베리세프1그람,섹심팍스1그람주,세박심주1그람,세프사목스주1그람)_(1g/1병)","youngjin sephora taxim sodium note 1 gram (export name: pok shim 1 gram, berry chef 1 gram, sexsim pax 1 gram, sebak shim juice 1 gram, ceph samox note 1 gram)_(1g/1 bottle)",2021-04-19 17:22:20.905 +0700,2021-04-19 17:22:20.905 +0700
4657,프레가린캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),pregarine capsule 300mg (pregabalin)_(0.3g/1 capsule),2021-04-19 17:22:27.970 +0700,2021-04-19 17:22:27.970 +0700
4667,락하이드린12%로오숀(젖산암모늄액),lachydrin 12% roshon (ammonium lactate solution),2021-04-19 17:22:30.526 +0700,2021-04-19 17:22:30.526 +0700
4670,중외5%포도당가0.45%염화나트륨주_(1000ml/병),middle and foreign 5% glucose value 0.45% sodium chloride wine_(1000ml/bottle),2021-04-19 17:22:31.188 +0700,2021-04-19 17:22:31.188 +0700
4691,에제팀정10mg(에제티미브)_(10mg/1정),ezetim tablet 10mg (ezetimibe)_(10mg/1 tablet),2021-04-19 17:22:36.880 +0700,2021-04-19 17:22:36.880 +0700
4697,엘지세포티암정주1그람(염산세포티암),"1 gram of lg sephora tiam (cell tiam hydrochloride)",2021-04-19 17:22:38.161 +0700,2021-04-19 17:22:38.161 +0700
4704,아스피바장용정(아스피린)_(0.1g/1정),aspirin paste (aspirin)_(0.1g/1 tablet),2021-04-19 17:22:40.148 +0700,2021-04-19 17:22:40.148 +0700
4706,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)_(12g/600ml)","cebron syrup (acetylcysteine) (export name: musysteen syrup, spatam syrup)_(12g/600ml)",2021-04-19 17:22:40.552 +0700,2021-04-19 17:22:40.552 +0700
4781,아티렌정[애엽95%에탄올연조엑스(20->1)]_(60mg/1정),artyrene tablet [aeyeop 95% ethanol smoked extract (20->1)]_(60mg/1 tablet),2021-04-19 17:22:58.983 +0700,2021-04-19 17:22:58.983 +0700
4786,발트리스정500mg(발라시클로비르염산염수화물)_(0.5978g/1정),valtris tablet 500mg (valacyclovir hydrochloride hydrate)_(0.5978g/1 tablet),2021-04-19 17:23:00.118 +0700,2021-04-19 17:23:00.118 +0700
4792,하피스정(아시클로버)_(0.2g/1정),hapis tablet (acyclovir)_(0.2g/1 tablet),2021-04-19 17:23:01.600 +0700,2021-04-19 17:23:01.600 +0700
4800,마크롤산_(50g),macrolic acid_(50g),2021-04-19 17:23:03.277 +0700,2021-04-19 17:23:03.277 +0700
4802,토로펜정(잘토프로펜)_(80mg/1정),torofen tablet (zaltoprofen)_(80mg/1 tablet),2021-04-19 17:23:03.693 +0700,2021-04-19 17:23:03.693 +0700
4807,리피션10%주(정제대두유)_(25g/250ml),refition 10% liquor (refined soybean oil)_(25g/250ml),2021-04-19 17:23:04.775 +0700,2021-04-19 17:23:04.775 +0700
4827,에이프로젠암브록솔정(암브록솔염산염)_(30mg/1정),aprogen ambroxol tablet (ambroxol hydrochloride)_(30mg/1 tablet),2021-04-19 17:23:10.286 +0700,2021-04-19 17:23:10.286 +0700
4843,부테나크림(부테나핀염산염)_(0.15g/15g),butena cream (butenapine hydrochloride)_(0.15g/15g),2021-04-19 17:23:14.152 +0700,2021-04-19 17:23:14.152 +0700
4847,탐술론서방캡슐0.2밀리그램(탐스로신염산염)_(0.2mg/1캡슐),tamsulon seobang capsule 0.2mg (tamsulosin hydrochloride)_(0.2mg/1 capsule),2021-04-19 17:23:14.943 +0700,2021-04-19 17:23:14.943 +0700
4855,라벤다졸정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabendazole tablet 20mg (rabeprazole sodium)_(20mg/1 tablet),2021-04-19 17:23:16.978 +0700,2021-04-19 17:23:16.978 +0700
4860,스캔룩스300주사액(이오파미돌)_(76.5g/125ml),scanlux 300 injection (iopamidol)_(76.5g/125ml),2021-04-19 17:23:18.176 +0700,2021-04-19 17:23:18.176 +0700
4867,칸사르플러스정_(1정),kansar plus tablet_(1 tablet),2021-04-19 17:23:19.929 +0700,2021-04-19 17:23:19.929 +0700
4890,포리탈정,portal tablet,2021-04-19 17:23:25.589 +0700,2021-04-19 17:23:25.589 +0700
4896,후라모톨정(탈니플루메이트)_(0.37g/1정),framotol tablet (talniflumate)_(0.37g/1 tablet),2021-04-19 17:23:26.826 +0700,2021-04-19 17:23:26.826 +0700
4899,감마린크림(린단)_(5g/500g),gammaline cream (lindan)_(5g/500g),2021-04-19 17:23:27.548 +0700,2021-04-19 17:23:27.548 +0700
4908,오그멕스건조시럽(아목시실린클라부란산칼륨),ogmex dry syrup (amoxicillin claburanate potassium),2021-04-19 17:23:29.695 +0700,2021-04-19 17:23:29.695 +0700
4917,토바신디점안액(수출명:유니토바디점안액),toba cindy eye drops (export name: unito body eye drops),2021-04-19 17:23:31.793 +0700,2021-04-19 17:23:31.793 +0700
4952,씨자론정5밀리그램(레보세티리진염산염),seezaron tablet 5mg (levocetirizine hydrochloride),2021-04-19 17:23:39.925 +0700,2021-04-19 17:23:39.925 +0700
4955,케이빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),kbig capsule 7.5mg (meloxicam)_(7.5mg/1 capsule),2021-04-19 17:23:40.626 +0700,2021-04-19 17:23:40.626 +0700
4958,피엔믹스페리40주사 1000밀리리터,p&mix ferry 40 injection 1000 milliliters,2021-04-19 17:23:41.446 +0700,2021-04-19 17:23:41.446 +0700
4963,오브민시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2))_(1.5444g/9ml),obmin syrup (pellagonium sidoides 11% ethanol extract (1→8~10)·glycerin mixture (8:2))_(1.5444g/9ml),2021-04-19 17:23:42.765 +0700,2021-04-19 17:23:42.765 +0700
4969,세트론주(염산온단세트론이수화물),setronju (hydrochloric acid ondansetron dihydrate),2021-04-19 17:23:44.202 +0700,2021-04-19 17:23:44.202 +0700
4973,프로나젠정(프로나제비),pronagen tablet (pronazebi),2021-04-19 17:23:45.233 +0700,2021-04-19 17:23:45.233 +0700
4995,이카졸정(이트라코나졸)_(0.1g/1정),icarazole tablet (itraconazole)_(0.1g/1 tablet),2021-04-19 17:23:50.815 +0700,2021-04-19 17:23:50.815 +0700
5006,아드정(암로디핀베실산염)_(6.944mg/1정),ad tablet (amlodipine besylate)_(6.944mg/1 tablet),2021-04-19 17:23:53.669 +0700,2021-04-19 17:23:53.669 +0700
5016,미라세트정(염산도네페질),miraset tablet (donepezil hydrochloride),2021-04-19 17:23:56.767 +0700,2021-04-19 17:23:56.767 +0700
5018,글리오틴연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),gliotin soft capsule (choline alfoscerate)_(0.4g/1 capsule),2021-04-19 17:23:57.253 +0700,2021-04-19 17:23:57.253 +0700
5026,에이치케어로션(히드로코르티손)_(0.6g/60g),h care lotion (hydrocortisone)_(0.6g/60g),2021-04-19 17:23:59.462 +0700,2021-04-19 17:23:59.462 +0700
